Series Name,Series Code,Country Name,Country Code,1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Kazakhstan,KAZ,..,..,..,..,..,..,..,..,..,135074235235.294,124281550018.471,120376717010.921,111892872895.671,99882474773.4422,93614609792.9042,95805115257.7855,99113997425.0873,98323575366.3817,102407254089.512,114990222142.414,133452670503.043,148808116627.067,165858440471.486,186669097081.807,211196657904.66,241004547149.368,269564507809.408,283825255026.772,289002744476.376,313868548162.72,344049455918.982,369783340663.465,417039504506.503,426844567293.671,406611059018.014,422786764645.624,447143865260.692,475138151280.585,551108130794.884,565757228613.755,650469813945.991,719143972705.05,783017688187.378
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Kenya,KEN,..,..,..,..,..,..,..,..,..,39587653481.9103,41515097274.4615,42121691416.9915,43272411383.7919,45359958235.6341,48351578864.5643,51278552662.955,52410546871.2646,54743370149.0222,56797949170.4572,58432863846.1548,62007031613.1502,63314978396.4115,66458368610.7024,71728946876.2984,78347607389.6818,85991146839.4881,94371493368.0296,96413190294.1442,100215839417.73,109607761068.385,117598023944.482,124961878452.748,139746695151.583,154709329446.165,173206956148.628,188546457052.59,205511364865.135,221491717233.004,240006995767.663,250255393335.358,284129273925.386,319179328511.244,349035957917.842
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Kiribati,KIR,..,..,..,..,..,..,..,..,..,89192008.3826168,86999754.4775718,110301872.548885,112798935.304585,117563690.112184,123332076.75089,125524649.059364,129192341.829697,136447861.031545,132962234.789599,145142355.041784,143744305.636864,148090615.660457,148635242.721283,151702692.386517,158481375.434449,172806351.621028,182910558.15997,180870125.693709,182962572.871919,187456405.371808,197568158.213845,212926868.37065,233291969.354825,240354409.189955,269913021.51345,291791391.578034,308152347.46777,326179380.596972,342385930.777714,344985831.599061,391482298.18601,435771728.17345,470073067.498883
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,"Korea, Dem. People's Rep.",PRK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,"Korea, Rep.",KOR,..,..,..,..,..,..,..,..,..,358187125246.697,410211321362.576,445566678589.937,487498211137.348,544057830051.644,608871842065.342,668944044114.198,722468658677.207,693124625328.878,783492526099.428,871475638525.286,934349291854.747,1019446685620.94,1058222737252.78,1143105567943.22,1213618156671.84,1302227991055.99,1414985950534.54,1468996086974.66,1454994406417.93,1572680440074.07,1625275455251.2,1684562928828.18,1726902752731.95,1792600237630.01,1933588947770.48,2026967821102.36,2103651261121.49,2220442287180.66,2270666072345.05,2340031075342.67,2514520654062.95,2667437701775.83,2794196215269.68
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Kosovo,XKX,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11440224750.7054,12090337128.5028,12841784491.8542,13935044684.2312,14271898531.9291,14709963376.1855,14865721232.2557,15584664246.4355,16277272490.6041,16801441908.4263,18004535069.9507,19429240274.5588,18854775198.3459,22080260569.6251,24666524708.6885,26593569203.4247
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Kuwait,KWT,..,..,..,..,..,..,..,..,..,51830199712.595,31609795102.7578,59102505229.0328,81068824174.4923,89784933080.7288,96120914820.6875,98472964935.1188,102648636585.75,107603565238.429,107173982492.805,114747023085.763,117581074988.632,123007582238.954,147169230081.145,166602568184.659,190055447159.339,210639123104.044,229308408272.318,239522365113.208,223946418604.289,221294850929.389,247607548979.805,273942363690.303,269446403355.204,250513498911.704,173580844573.035,167620163110.365,193471105512.371,222102130573.674,225238748759.914,182442653725.594,221048078205.313,250682713964.639,250248954356.279
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Kyrgyz Republic,KGZ,..,..,..,..,..,..,..,..,..,11170168416.3421,10630564113.1143,9368256102.40859,8107716053.079,6617613642.07855,6389911212.71509,6967876606.06328,7790830580.05376,8045555485.50616,8457698762.06078,9120091690.03937,9821712905.82103,9972613783.74033,10884450551.6934,11962539832.5798,12315965409.564,13089706552.4841,14592873714.6335,16123695425.8484,16691390973.9527,16814571636.5084,18183659161.176,20283491468.0054,23114163150.7939,24971077860.1925,25086544783.7459,28429771863.0656,31241590663.088,30789434119.8894,34955978964.9393,34834094213.2461,39301901464.0311,45879594489.2344,50454310491.7548
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Lao PDR,LAO,..,..,..,..,..,..,..,..,..,4363761389.36318,4705167970.39679,5079954039.79187,5507840000.46002,6084424275.47969,6648776914.92415,7239582549.71781,7870515416.75169,8274750149.32985,9004985809.7282,9742974225.21459,10535332007.5937,11332299880.3078,12257140061.5588,13386972232.2026,14788036347.1353,16558002670.4692,18298564183.7566,20110556742.8194,21752548533.2052,23894264991.0011,26347634540.9717,31166890463.4396,34521998381.2813,38868372116.7692,41395269251.0588,46586124701.5285,50122949866.8694,53366707257.3905,56042601063.21,58135955846.4305,60225053628.2101,66265586057.8574,71221494499.9166
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Latvia,LVA,..,..,..,..,..,..,..,..,..,19835011572.2835,17923043977.2283,12443673424.1007,12103865595.1571,12633030763.0633,13274090976.601,13849068391.1234,15348769403.535,16577613576.1805,17210972691.0442,18563678944.5969,20711190610.2914,22538736237.8586,24174114567.4965,26617288804.5237,29874286352.6923,33330143119.8365,38023774883.7242,40573950679.2763,35465220745.1299,36378724173.0447,38349184060.3404,41691510503.712,43976679906.0226,45804352020.4517,47720639189.0154,50560382884.1381,53694932884.2441,57464098005.6375,61623338377.0803,62223400359.4028,67097073194.0489,72661153565.1678,77447934588.7019
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Lebanon,LBN,..,..,..,..,..,..,..,..,..,10750781534.4143,16610108798.2097,19781278547.3461,22430224368.4374,24765996544.3161,26915874161.3377,30501961987.7654,31355287002.9548,32869994200.143,33159932511.7904,34366112723.9352,36489188153.945,38324718400.8775,40342563132.6878,44194530903.4539,46804414732.4015,48995393155.7056,55008171421.3271,61152899773.433,67825932483.135,74125159476.2137,76310623816.177,84407152005.059,93707683516.7205,102439561735.377,110329048228.764,119762487637.993,129139845044.674,131563779278.949,125803329502.353,92719310020.9046,66328931529.5091,70616088355.3974,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Lesotho,LSO,..,..,..,..,..,..,..,..,..,1382711467.34605,1529057872.32228,1672693665.54569,1772441136.81221,1918539101.61693,2023226630.57296,2175581041.78531,2295062170.87102,2356542358.39307,2401266218.84113,2550829821.29617,2701162148.53173,2762993886.74732,2946017812.94744,3076437173.10024,3282873966.83934,3527263618.98665,3774547161.68105,4059772691.3094,4033598929.96293,4297759286.35788,4588922382.32492,4661713347.89244,5219948224.49632,5764436175.6392,6386751308.41258,6268088273.64999,5649078944.01488,5747871432.63277,5674505764.43564,5721443976.33825,5755132494.46552,6312660804.56617,6659272958.62659
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Liberia,LBR,..,..,..,..,..,..,..,..,..,1748971487.0696,1550909689.96926,1029705162.54463,706514749.862487,564563098.071216,551809812.276634,630022666.940869,1322020679.4158,1740724349.948,2149171527.35187,2826791043.59248,2974850449.49281,3134763219.16151,2233017927.09761,2353140546.81565,2555093116.73466,2845755597.68002,3201556695.14591,3496422549.61242,3704460178.35415,3978191716.30892,4393239184.19532,5059406068.44856,6080102164.40169,6475698206.39695,6245654129.67803,7087452920.22171,8073192528.51871,8899159431.27983,9580659050.4301,8545642458.19244,8095196890.78495,9089317746.92572,9857427644.16009
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Libya,LBY,..,..,..,..,..,..,..,..,..,76336325960.2931,91272573966.1502,90820566158.6465,89474543885.6081,93153107852.1747,92994492807.6375,96717953735.6117,103514332830.342,100959286917.489,103155520705.646,109373537683.502,109864797000.063,110502228282.274,127350867122.177,136610171687.691,157618648439.104,173041361681.108,188802016678.943,192127838328.418,184806729197.711,196456261299.271,99575929952.2947,165767103868.621,133349219556.353,112538152127.142,116940831227.105,112487606548.722,121473194597.018,129305467689.061,112565780546.273,77180930238.7107,90199384483.2022,88656571302.4509,101174573849.538
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Liechtenstein,LIE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Lithuania,LTU,..,..,..,..,..,..,..,..,..,33084226027.8293,32261821025.0654,25982193968.1677,22282026363.1529,20535254044.2488,21655606454.8848,23121090809.2291,25393883019.4292,27673319890.0557,27688903923.3416,29626807743.741,32823010158.337,36142706384.8397,41276422884.981,44231028969.1952,48225773908.967,53780361768.6868,61762645955.783,66317718626.8582,57462957439.8282,61412475885.3865,68743222251.726,73434199480.4001,78661148766.7618,82259911934.0839,83974902210.5792,88542980893.579,95488449784.1742,102878073082.263,114028537683.962,115963490767.144,130451016133.858,144446413543.672,152724545507.228
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Luxembourg,LUX,..,..,..,..,..,..,..,..,..,11428408565.8394,12836181941.1455,13367607959.7774,14259298275.6533,15120269081.7564,15658413160.9475,16447823250.9292,17817287972.3208,18800270011.883,21456887315.5603,24050728709.2289,24787997280.3662,26135003699.075,27188058615.3492,29636196475.7496,31997220939.5338,37280674291.15,40861414727.8196,44452842913.4099,43244030111.8897,45801210629.9532,48970848492.8168,51308724180.9019,54838614516.1038,58578323745.8406,61437308583.9496,65980119592.3436,68570197215.6406,70825270419.595,75270492109.632,76983049816.1454,88295128695.0881,95651519488.3386,95838968979.9767
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,"Macao SAR, China",MAC,..,..,..,..,..,..,..,..,..,9358856090.59117,10029362239.322,11622119765.9816,12514700264.7539,13325503374.6012,14053289209.7338,14250607090.2013,14455884465.7515,13950081790.8662,13813891234.0733,14938562857.9246,15716194873.5558,17382522544.9945,19789149364.395,25732903739.922,28682993365.9002,33526830030.9925,39420108057.5097,41542369428.8521,42331110449.9858,53609561494.6671,66543283702.9429,75587734812.7121,88662888143.3566,90217341071.9546,70022650971.9238,70409197227.4455,78445696792.6884,85476958220.8241,84779825204.4914,39219148014.2064,50626336573.1949,43600464512.4223,79074138327.839
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Madagascar,MDG,..,..,..,..,..,..,..,..,..,14054716200.3162,13613706026.6617,14088368299.963,14725165790.0122,15033245439.0758,15606083597.3969,16234135987.2655,17124031731.1727,17994782389.1382,19107008186.7018,20410681393.9981,22118357800.1139,19674988011.86,22026619585.6746,23808012897.8908,25722276417.5044,27946951442.9222,30343273031.5391,33003976082.7507,31886307058.6828,32473669404.3075,33666784883.9147,34340036474.5784,35522723859.5999,37117789637.7909,38053900319.1193,40755587226.8307,41438402026.5191,42523532549.9391,45498322775.5634,43150154155.6067,47488297274.9472,52908924989.9786,56895681388.791
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Malawi,MWI,..,..,..,..,..,..,..,..,..,6410072362.99456,7205388185.6713,6829178160.33838,7668613469.05204,7030306343.363,8378455953.93471,9156093760.19995,9667211208.64674,10156652111.0007,10613744873.052,11025237005.9317,10712639072.4382,11064057834.2318,11926235758.7232,12910787914.1507,13750850277.7602,14841124506.8676,16706556970.6931,18329372045.2948,19978329413.8272,21611136728.735,23144997068.0643,22999500003.4794,25181923450.6662,25024588183.9773,23972522499.7063,24755675039.6412,24899003391.0601,25268494147.2089,27587532191.9057,29563756336.0156,33831623933.4187,36577488742.4276,38610812096.7181
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Malaysia,MYS,..,..,..,..,..,..,..,..,..,122810506131.027,139083006818.846,154891808946.212,174252991497.358,194368644585.732,217949174451.226,244139235648.188,266535267073.179,249694877238.565,268770475591.053,299208017024.646,307529056840.793,329144531984.566,355071566642.288,389353505937.04,422973326615.672,460368023523.788,502623799388.771,537061439775.464,532195216542.491,578657813415.108,621861803378.808,671523206704.637,698862906454.866,746116305787.407,766027917953.276,803828295814.355,854693620881.573,914713180247.419,967567806880.737,931106663877.47,1022398815013.98,1192353239707.88,1279178242678.17
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Maldives,MDV,..,..,..,..,..,..,..,..,..,1018479323.79959,1068112842.61689,1165329248.42471,1259240886.5178,1385796504.25751,1598582016.77846,1755775143.50621,1936044208.02019,2104533855.82046,2266123028.06977,2406580064.40468,2363725063.44349,2574931731.39548,2986813526.87282,3245527184.94337,2971617382.6806,3786363529.27926,4165972152.76074,4627542769.36217,4276252207.17143,4624075232.68291,5124061356.30438,5405650591.21193,6100621051.63531,6909829464.58682,7653295112.38148,8320672192.7847,9059366711.74352,10360598102.1094,11255471307.3294,6741118651.2306,9834087308.92595,11991813787.4398,13010501258.8715
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Mali,MLI,..,..,..,..,..,..,..,..,..,6788772631.26221,7842676342.18652,7763217735.52928,8199330753.15332,8690949634.19096,8954895673.97441,9762244422.45683,10410139818.3816,11324215536.1866,12139187135.5736,12406611264.2434,14636594754.3954,15325769763.0689,17053504369.2554,17785276380.0374,19541595250.0444,21083387610.4977,22411119513.2031,23933242282.7043,25238261541.205,26902422411.4424,28339693401.1737,28379735811.5579,30235978035.0951,33110156418.1778,36435462015.6261,40702002803.0978,43345508897.8566,45991751193.1964,50134289656.0515,49903864656.5365,52560164127.7227,58264087001.9667,63171517448.1429
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Malta,MLT,..,..,..,..,..,..,..,..,..,3569565316.56859,3921163437.25422,4198651872.78793,4490763945.19531,4845847098.98248,5261241059.21973,5567662773.83853,5918662903.89213,6248521341.31488,6549519694.4566,7103725532.83185,7246332267.50659,7884113948.6108,8296583496.88248,8654705955.39259,8976086037.20568,9412829203.60368,10173026504.734,10911268775.338,11040991505.0974,11983879377.5629,12248416431.822,12900965171.5789,14076668099.216,15259959048.4082,17042998872.3895,18633965205.3518,21374542517.3251,23312091745.8087,25896463964.0775,25729544181.7361,30178483569.7853,32949584406.1591,36806858032.485
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Marshall Islands,MHL,..,..,..,..,..,..,..,..,..,93825565.1092147,97083732.782295,106386748.298398,115449773.93968,124845534.162851,137932080.262008,125986037.365463,119897913.388399,120428094.416593,120502144.349743,126256390.313692,138045931.108504,145288213.802196,145842934.690715,149153206.298486,156584998.567015,161697836.866047,172204501.049975,162241749.93079,169225654.556108,180769874.150995,183572222.118388,184577180.222063,194868626.175467,195765211.120499,201307890.602666,208309785.848917,219584916.86483,236940414.683695,266025061.379319,262085491.934992,277401943.183662,293856595.449224,292451749.914309
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Mauritania,MRT,..,..,..,..,..,..,..,..,..,4040954730.94528,4252311548.48471,4430725302.44059,4802161270.31399,4754577301.97668,5330945207.58131,5744419726.17006,5607128252.25949,5827650393.85384,6127206514.19072,6020496212.45448,6106841805.73566,6287417869.52104,6855760842.08156,7373310008.2172,8255919837.37601,10070769270.5428,10139902985.0834,10301051549.434,10374730882.5996,10775959019.1312,11457213191.4913,12539868164.3873,14306348182.1821,14875055357.1756,15775044970.7205,19136599346.5409,22539620070.571,23550299208.1808,25064433257.7255,26408154182.6331,27635403694.625,31617666980.5467,34886849205.0866
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Mauritius,MUS,..,..,..,..,..,..,..,..,..,5302418751.27102,5724876028.56292,6236678104.59372,6708972332.08145,7135639902.69664,7597624459.14934,8169034862.05963,8782529622.03535,9420496635.78259,9803249314.79947,10847667514.6779,11463230001.8156,11829366607.5535,12777697016.2548,13689455398.7842,14369647699.2569,15533506795.0966,16868057828.6393,18119239839.4519,18835367365.3116,19898752964.4649,21137404890.8833,21663830470.1348,22944243658.6006,24046750508.4322,25271892595.159,27385974517.632,28581043971.0413,29194635198.9103,30417972159.6536,26999298652.9561,28793361692.7371,33585284176.0579,37214867724.2775
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Mexico,MEX,..,..,..,..,..,..,..,..,..,710444763555.151,766538541674.934,814844731744.505,792462861022.088,844950630889.078,811682208990.529,877940670548.948,957371746254.509,1028028122579.67,1071236887499.62,1154351047159.31,1175035890451.65,1194403399028.06,1242555251251.05,1321401660883.87,1403085812802.32,1559647592038.59,1635081164230.96,1730732432366.58,1701569666080.89,1807626674734.99,1989888022736.31,2103287719177.25,2150334057594.28,2254435512803.84,2309023754637.44,2457812552694.79,2528308608734.21,2606266095235.82,2636530051532.45,2454084724491.15,2684658657897.66,3044192583766.42,3289089768662.92
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,"Micronesia, Fed. Sts.",FSM,..,..,..,..,..,..,..,..,..,170359027.506243,189201300.230049,201268951.232095,222812658.833882,226353740.592928,247310078.760344,243823331.393788,232995119.70461,242329876.844714,249136889.543144,267096162.190228,279030285.925365,284916409.289115,295109203.430714,293710700.221656,309105087.027366,318379110.780397,321000409.372292,319304925.18117,324786183.714824,336160633.365101,354035867.533622,353896313.358948,346675014.227045,344580003.383742,363851742.247572,369087659.089584,378789451.802923,387467102.524359,409938118.685032,407240696.678959,437758634.78989,465318992.122362,485843876.702408
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Moldova,MDA,..,..,..,..,..,..,..,..,..,20531255150.2289,17829490052.4192,12929180911.4049,13076816772.5829,9229018605.19536,9290607151.50543,8904685469.84885,9207437232.22307,8701778415.64109,8527671452.2687,8904650398.79357,9660570036.57852,10575928938.2217,11496523303.7156,12679294796.8388,14057611967.0911,15186699782.0282,16066091171.9757,17652937905.1375,16696108705.6747,18098844323.9297,19546989102.1386,20750685232.971,23541379306.0256,24700278843.524,26084243383.8688,28945251498.7153,31001699470.1457,32129614587.5903,35735831415.9353,35646566427.3806,40707659297.2633,41422657044.8367,43249320914.7112
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Monaco,MCO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Mongolia,MNG,..,..,..,..,..,..,..,..,..,7302015143.89602,6892683694.93992,6397199493.09439,6341315006.20029,6614952540.8744,7184288883.50938,7479331657.90405,7904782843.66822,8260603886.92579,8634719686.65931,8931513813.72092,9402283755.72199,10000318210.201,10912071503.0991,12396137238.1821,13712180012.8329,15344468578.4177,17375296734.3116,19286329499.5587,19159108635.9686,20626275493.6859,24691841190.0464,28827895153.548,30272589127.4882,32298614756.1739,31655860016.5362,32468148776.2369,34940501306.6572,39516811632.4633,44456622358.2437,45560002626.38,50053145881.8599,56320298556.3281,62677497750.9381
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Montenegro,MNE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3533543352.59532,3748345366.53461,3444057718.20298,3631256592.3794,4113445501.71373,4413965129.85403,4494792279.36434,4810160840.05808,5106693506.39117,6432302235.3551,7675027027.09036,8524166353.78262,8051135804.7598,8444710483.76375,8973549452.77605,8603505380.04448,9236974270.11594,9557249128.71338,10160881373.3638,11325063564.0852,12248565663.1261,13385284160.1253,15015641283.5481,13049775753.8961,15176822278.3031,17479218452.2126,19562259619.9557
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Morocco,MAR,..,..,..,..,..,..,..,..,..,68185140639.7607,75577728569.9819,75678482132.6153,76898554507.3814,86856358764.7042,83884051837.8692,95988653946.6525,96119997245.6681,104236148647.856,107505176348.493,112779237887.222,124223383240.261,130859594015.426,141678088815.521,152138743421.098,161917911221.257,179914946044.462,191148032268.287,205906139143.827,214936468529.657,225161798968.827,242503162218.145,246970051910.011,258279124276.737,250969666045.261,273699865546.218,278969225512.902,291813531443.919,283691175471.346,295693593669.819,286108585852.483,323485096796.555,351840396847.177,376906204043.984
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Mozambique,MOZ,..,..,..,..,..,..,..,..,..,3876487205.74049,4204974221.33001,3974943055.22198,4514346155.43309,4907676297.1966,5116944166.99286,5767947004.18315,6560643833.74728,7322310594.64266,8303449441.29095,8556603915.93122,9873700733.32454,10996611842.2261,12023092301.1059,13359389787.9898,14647954897.6234,16596153906.6263,18349679164.4629,19989637477.5436,21305419651.9884,23004781234.5874,25154428816.7064,26184549692.2646,27901295071.5242,30064933093.9697,34986722839.8131,37700803807.9202,36130431041.8671,38466735958.1982,41503339393.0606,43454882038.8104,46205728911.2947,51660358771.9632,56429069634.9953
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Myanmar,MMR,..,..,..,..,..,..,..,..,..,17563520316.6503,18039349767.3003,20232926690.6776,21963426392.0132,24109873842.4433,26325672249.1959,28534772833.2878,30667316091.4981,32831204101.9113,36940066206.4331,42969607733.0885,48921379072.478,55656083939.5438,64612058190.5391,75349622678.0894,88256902158.4533,102875055017.728,118332621203.399,132981732360.372,147918054674.336,164139949930.671,176893542391.214,191632597101.832,208269863967.961,221802511725.512,227790290910.786,229647106575.787,244240022243.58,291745887545.292,321180596449.631,304367346941.67,276462287916.21,308130563643.617,322277844296.516
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Namibia,NAM,..,..,..,..,..,..,..,..,..,5306693288.87488,5934133855.27815,6505711498.25703,6554721981.00586,6810488167.80583,7224392377.77944,7591428679.68852,8048229364.268,8406572289.41454,8812782497.57875,9327139077.14939,9649500147.44371,10268715463.3892,10915420256.8037,12584232426.0969,13307073391.4474,14687700517.198,15896336614.804,16631951660.5242,16784063685.1283,18013988182.8876,19321711402.13,20550227216.2329,21847544464.6311,23966035323.935,24849167508.2085,24880312287.1765,24787610435.4624,25396298133.5144,25469883811.1962,25525198217.6345,27287889637.5942,30797261841.7156,33232730766.6139
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Nauru,NRU,..,..,..,..,..,..,..,..,..,158212879.721351,132496516.756312,113480627.611515,97446840.8687011,95679650.6339735,89945672.4115809,80729938.9648968,74769190.2114125,66696660.4102538,63197705.0956634,60198149.7554434,57391912.6383674,52472147.4715017,53660416.806154,52725732.6182548,54185525.9730412,60508674.9997653,48360285.5427348,59338214.5784499,56329759.9098527,56923118.2191002,66460427.2561831,84811632.0069933,89401383.9063244,105896820.26043,109763217.818915,115641068.728443,110636035.380069,111790898.034836,123279953.742305,127393790.139953,142810518.114461,157616563.388634,164252767.188787
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Nepal,NPL,..,..,..,..,..,..,..,..,..,16196689760.1279,17810741815.7319,18964671278.8089,20161613006.3861,22283951222.2228,23540289865.6093,25248513850.9068,26980592500.8774,28106804323.2209,29762327038.1266,32323564942.9146,34637822533.8013,35218354121.3222,37330483315.9258,40129377425.1612,42827565904.1213,45633718277.2442,48469053796.2851,52418781246.039,55132930648.7471,58490655453.0869,61740111909.6309,67896548716.8693,73334815489.017,80283011240.3674,82282973616.2707,83198953169.4628,100972413071.514,111086748720.566,121063056101.567,122690085757.445,134000165871.651,151637641438.491,160161490752.029
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Netherlands,NLD,..,..,..,..,..,..,..,..,..,286922888490.239,303860770800.732,316087835761.532,327649390290.768,344555199678.282,362741886910.244,381350597371.961,406743630257.871,435827725972.237,463551337938.583,507830424836.344,533743802621.08,558243595308.055,556377856442.041,585583084646.17,616539911875.417,673735349876.881,724153608587.867,768245112205.479,742805312311.034,752782154873.483,784643538480.86,798429903639.945,833870397887.156,839056229120.25,863202457350.693,905370307047.094,959996164418.585,1013551388032.39,1081370572466.31,1091779125681.31,1215448900158.82,1368014326832.94,1443766616990.37
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,New Caledonia,NCL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,New Zealand,NZL,..,..,..,..,..,..,..,..,..,49518971203.32,50890228984.9286,52754607399.5854,57027516155.8296,61942364885.6528,65700058302.3503,68824180125.5978,72326061050.1925,73705737298.8592,78923926226.423,82942977611.2998,87392899360.8759,92024844754.3231,96601932011.8996,102582703525.706,106147882736.156,116097800672.812,123983315954.119,127057661824.005,132016477345.688,135802972088.336,143366208699.69,145420433772.705,160996114051.449,168455574604.541,172797415992,188310543730.5,203167246580.789,208272451464.565,224879077249.261,230501909066.184,246334202069.855,267771301960.407,281182297986.091
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Nicaragua,NIC,..,..,..,..,..,..,..,..,..,8235845875.23794,8498250524.28788,8725494185.22738,8897218448.72094,9390497287.1323,10154184241.5123,10996086090.5312,11629405857.1591,12196602380.1964,13239489267.0162,14094719820.6655,14838808610.6504,15183016990.8966,15873056994.261,17165775754.8024,18462156691.1397,19821915618.1682,21392325317.8764,22553427991.6245,21945655627.6098,23191844513.8528,25165684383.2786,26602572158.3678,28187249493.4492,30743430632.8575,33507482488.8243,36662847175.9315,39320819335.3794,37985581072.3012,38779474127.8489,41045931660.9751,47088770380.5984,52338831138.8966,56699719850.6493
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Niger,NER,..,..,..,..,..,..,..,..,..,6124299546.34597,6303585937.88383,6576228696.09073,6753760867.84756,7025909093.1583,7349484059.80504,7491559548.20553,7737152661.9745,8604376011.85487,8706977050.0451,8796601713.71402,9648418941.05048,10280284056.6572,10710799712.5253,11038836389.6956,12219683989.83,13343624935.7827,14135852906.5538,15522168134.5474,15924423036.5031,17500575092.1086,18282764961.5946,20722563498.3675,21071366592.3543,22315918540.8947,23372915804.2583,24586198437.6823,25897150477.0717,28311897040.1248,32566723569.6716,35501317683.8958,38850574077.5224,46573248097.9993,49455364226.5007
"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,Nigeria,NGA,..,..,..,..,..,..,..,..,..,195857383425.749,203206506232.126,217462632283.714,218086678572.879,218700639884.715,223123860695.766,236742239135.672,247897997751.241,257154830150.106,262317190166.604,281714892286.905,305104616245.63,357342690194.091,391170773320.464,438848237515.975,481749373472.448,526697204888.853,576622620185.846,627489466678.323,682101606961.196,745661432645.698,801440949035.347,834681169054.687,900501053734.077,976358658638.933,989482934627.144,981583396343.35,1000651050046.71,1041739008970.11,1123347541616.2,1145672541683.2,1200097354375.41,1327463569776.88,1414565464577.29
